text,label
i look at facebook in a bad mood and i feel like posting the responses to people that i really feel your kids are ugly you are such an idiot for voting the way you do and i hate dogs and they have certainly never left paw prints on my heart,0
i havent had a bf for about a year now and just scared because i feel like no one really wants to be with me and am not pretty or intelligent enough for them,1
i have the feeling her father is frustrated when our sessions are short,3
i and phase ii of the jwc before starting work on the master plan because mumbaiites feel that having a metro network will be more useful than the monorail,1
i say fortunate only for the reason that i wanted to noy feel like we went there in vain,0
i feel like you get so aggravated with it,3
i was feeling all nostalgic on the eve of mothers day and lets be honest i had a caffeinated drink for dinner so i was up way past everyone in my family,2
im just feeling depressed lately amp like my life is going no where,0
i feel very weird and feel that she are not give me any face,4
i think that is an important element of my evaluation on creating hope writing down everything that ive completed succeeded in and events that feel like divine intervention,1
i was able to have both and i have a feeling im going to be having more of those shakes because it was just delicious,1
i often quickly feel betrayed after trusting someone i am close with a lot of people because im a listener but i dont feel close,1
i feel dirty excuse me while i go take a long shower,0
i want to know what it feels like to be happy again,1
i feel that it is important to lead by example instead of judging everyone around me,1
i feel like he counted my letter as one supporting the current status quo which to say the least is not what i stated,2
i was working on entitled pride was also meant to be finished by now but due to several key factors none of which i feel was anything to do with myself it has now been totally fucked up and must be done again,3
i know how to make background picture amp everything but i still feel like an idiotic fool,0
i can honestly say that even though my one little word this year has been peace a lot of what has helped me think about peace is feeling thankful for what i have where i am and who i am with,1
